"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","block","outcome","accuracy"
"170","<p> Total Tokens for current block: -3999.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","106","26418","0.0-106.0","","","","1","0",""
"152","<p> Total Tokens for current block: -3999.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","107","26573","0.0-107.0","","","","1","-198",""
"168","<p> Total Tokens for current block: -4197.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","108","26743","0.0-108.0","","","","1","-196",""
"1297","<p> Total Tokens for Block 2: -4393.00 </p>"," ","html-keyboard-response","109","28041","0.0-109.0","","","","","",""
"595","<p> Block 3</div> Press any key to continue. </p>"," ","html-keyboard-response","110","28638","0.0-110.0","","","","","",""
"1193","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","111","29834","0.0-111.0","","","","2","102",""
"204","<p> Total Tokens for current block: 102.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","112","30040","0.0-112.0","","","","2","105",""
"248","<p> Total Tokens for current block: 207.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","113","30290","0.0-113.0","","","","2","97",""
"184","<p> Total Tokens for current block: 304.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","114","30476","0.0-114.0","","","","2","99",""
"147","<p> Total Tokens for current block: 403.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","115","30627","0.0-115.0","","","","2","97",""
"155","<p> Total Tokens for current block: 500.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","116","30784","0.0-116.0","","","","2","97",""
"155","<p> Total Tokens for current block: 597.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","117","30942","0.0-117.0","","","","2","100",""
"148","<p> Total Tokens for current block: 697.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","118","31092","0.0-118.0","","","","2","99",""
"149","<p> Total Tokens for current block: 796.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","119","31242","0.0-119.0","","","","2","98",""
"170","<p> Total Tokens for current block: 894.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","120","31414","0.0-120.0","","","","2","103",""
"155","<p> Total Tokens for current block: 997.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","121","31571","0.0-121.0","","","","2","99",""
"169","<p> Total Tokens for current block: 1096.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","122","31742","0.0-122.0","","","","2","97",""
"177","<p> Total Tokens for current block: 1193.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","123","31921","0.0-123.0","","","","2","96",""
"157","<p> Total Tokens for current block: 1289.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","124","32080","0.0-124.0","","","","2","98",""
"160","<p> Total Tokens for current block: 1387.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","125","32243","0.0-125.0","","","","2","96",""
"171","<p> Total Tokens for current block: 1483.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","126","32416","0.0-126.0","","","","2","102",""
"154","<p> Total Tokens for current block: 1585.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","127","32572","0.0-127.0","","","","2","104",""
"162","<p> Total Tokens for current block: 1689.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","128","32736","0.0-128.0","","","","2","98",""
"155","<p> Total Tokens for current block: 1787.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","129","32893","0.0-129.0","","","","2","101",""
"155","<p> Total Tokens for current block: 1888.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","130","33051","0.0-130.0","","","","2","104",""
"164","<p> Total Tokens for current block: 1992.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","131","33217","0.0-131.0","","","","2","96",""
"155","<p> Total Tokens for current block: 2088.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","132","33374","0.0-132.0","","","","2","101",""
"170","<p> Total Tokens for current block: 2189.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","133","33544","0.0-133.0","","","","2","98",""
"154","<p> Total Tokens for current block: 2287.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","134","33702","0.0-134.0","","","","2","100",""
"185","<p> Total Tokens for current block: 2387.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","135","33887","0.0-135.0","","","","2","98",""
"164","<p> Total Tokens for current block: 2485.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","136","34052","0.0-136.0","","","","2","102",""
"163","<p> Total Tokens for current block: 2587.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","137","34217","0.0-137.0","","","","2","105",""
"164","<p> Total Tokens for current block: 2692.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","138","34383","0.0-138.0","","","","2","97",""
"169","<p> Total Tokens for current block: 2789.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","139","34554","0.0-139.0","","","","2","97",""
"154","<p> Total Tokens for current block: 2886.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","140","34714","0.0-140.0","","","","2","98",""
"152","<p> Total Tokens for current block: 2984.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","141","34869","0.0-141.0","","","","2","100",""
"154","<p> Total Tokens for current block: 3084.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","142","35025","0.0-142.0","","","","2","95",""
"171","<p> Total Tokens for current block: 3179.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","143","35199","0.0-143.0","","","","2","95",""
"154","<p> Total Tokens for current block: 3274.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","144","35354","0.0-144.0","","","","2","102",""
"148","<p> Total Tokens for current block: 3376.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","145","35505","0.0-145.0","","","","2","103",""
"176","<p> Total Tokens for current block: 3479.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","146","35684","0.0-146.0","","","","2","96",""
"163","<p> Total Tokens for current block: 3575.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","147","35849","0.0-147.0","","","","2","101",""
"155","<p> Total Tokens for current block: 3676.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","148","36005","0.0-148.0","","","","2","103",""
"169","<p> Total Tokens for current block: 3779.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","149","36177","0.0-149.0","","","","2","98",""
"155","<p> Total Tokens for current block: 3877.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","150","36335","0.0-150.0","","","","2","103",""
"164","<p> Total Tokens for current block: 3980.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","151","36500","0.0-151.0","","","","2","104",""
"162","<p> Total Tokens for current block: 4084.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","152","36664","0.0-152.0","","","","2","100",""
"161","<p> Total Tokens for current block: 4184.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","153","36828","0.0-153.0","","","","2","103",""
"170","<p> Total Tokens for current block: 4287.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","154","37000","0.0-154.0","","","","2","102",""
"169","<p> Total Tokens for current block: 4389.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","155","37172","0.0-155.0","","","","2","99",""
"169","<p> Total Tokens for current block: 4488.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","156","37343","0.0-156.0","","","","2","103",""
"163","<p> Total Tokens for current block: 4591.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","157","37508","0.0-157.0","","","","2","99",""
"176","<p> Total Tokens for current block: 4690.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","158","37686","0.0-158.0","","","","2","103",""
"164","<p> Total Tokens for current block: 4793.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","159","37851","0.0-159.0","","","","2","104",""
"170","<p> Total Tokens for current block: 4897.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","160","38022","0.0-160.0","","","","2","102",""
"1383","<p> Total Tokens for Block 3: 4999.00 </p>"," ","html-keyboard-response","161","39409","0.0-161.0","","","","","",""
"1030","<p> Block 4</div> Press any key to continue. </p>"," ","html-keyboard-response","162","40443","0.0-162.0","","","","","",""
"1886","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","163","42334","0.0-163.0","","","","3","18",""
"233","<p> Total Tokens for current block: 18.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","164","42582","0.0-164.0","","","","3","25",""
"238","<p> Total Tokens for current block: 43.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","165","42821","0.0-165.0","","","","3","17",""
"159","<p> Total Tokens for current block: 60.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","166","42983","0.0-166.0","","","","3","24",""
"215","<p> Total Tokens for current block: 84.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","167","43201","0.0-167.0","","","","3","24",""
"263","<p> Total Tokens for current block: 108.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","168","43467","0.0-168.0","","","","3","23",""
"222","<p> Total Tokens for current block: 131.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","169","43690","0.0-169.0","","","","3","24",""
"266","<p> Total Tokens for current block: 155.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","170","43959","0.0-170.0","","","","3","19",""
"320","<p> Total Tokens for current block: 174.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","171","44282","0.0-171.0","","","","3","25",""
"118","<p> Total Tokens for current block: 199.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","172","44402","0.0-172.0","","","","3","16",""
"133","<p> Total Tokens for current block: 215.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","173","44538","0.0-173.0","","","","3","18",""
"270","<p> Total Tokens for current block: 233.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","174","44809","0.0-174.0","","","","3","16",""
"132","<p> Total Tokens for current block: 249.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","175","44947","0.0-175.0","","","","3","20",""
"139","<p> Total Tokens for current block: 269.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","176","45089","0.0-176.0","","","","3","20",""
"156","<p> Total Tokens for current block: 289.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","177","45248","0.0-177.0","","","","3","17",""
"154","<p> Total Tokens for current block: 306.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","178","45404","0.0-178.0","","","","3","24",""
"147","<p> Total Tokens for current block: 330.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","179","45554","0.0-179.0","","","","3","24",""
"148","<p> Total Tokens for current block: 354.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","180","45704","0.0-180.0","","","","3","18",""
"143","<p> Total Tokens for current block: 372.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","181","45848","0.0-181.0","","","","3","17",""
"161","<p> Total Tokens for current block: 389.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","182","46012","0.0-182.0","","","","3","18",""
"154","<p> Total Tokens for current block: 407.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","183","46168","0.0-183.0","","","","3","21",""
