"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","block","outcome","accuracy"
"1380","<p> Welcome to the experiment. </p> <p> Press any key to begin. </p>"," ","html-keyboard-response","0","1385","0.0-0.0","","","","","",""
"714","<object 
      type=""application/pdf"" 
      data=""PIL.pdf"" 
      width=""900""
      height=""500""
      > 
      </object>
      <p>Press any key to continue.</p>
      "," ","html-keyboard-response","1","2107","0.0-1.0","","","","","",""
"2019","<p>By checking the box below, I confirm that:</p>
      <p>  1.	I have read and understand the information sheet for the above study. 
        I have had the opportunity to consider the information, ask questions and have 
        had these answered satisfactorily. </p>
      <p>  2.	I understand that my participation is voluntary and that I am free to withdraw 
        at any time without giving any reason, without my rights being affected.</p>
      <p>  3.	I understand that data collected during the study, may be looked at by individuals 
        from The University of Warwick. I give permission for these individuals to have access to my data.</p>
      <p>  4.	I understand that my choice and response time in the study will be recorded.</p> 
      <p>  5.	I understand that my anonymized data will be made publicly available to the scientific 
        community. There will be no way to tie these anonymized data back to me personally. </p>
      <p>  6.	I understand that my data may be used in future research. </p>
      <p>  7.  I agree to take part in the above study.	</p>
      </div>
      <p> If you do not agree, please exit by closing the browser. </p>
      <p> I have read and agreed with the points above. </p>
      ","0","html-button-response","2","4134","0.0-2.0","","","","","",""
"834","
        <p>This experiment should not take more than 15-20 minutes.</p>
        </div>
        <p>On the screen you will see two options, A and B.  
          You are required to choose between these options for 50 times(trials) without any prior information.
          This constitutes one block. You will have 4 such blocks.</p>
        <p>You will start the experiment with 0 tokens.
          Each option will correspond to some loss or gain of tokens.
          Each block has different token values for each option.</p>
        <p>When you click on an option, the colour of the option will change to green.
          The tokens gained or lost will be shown under the choices after each trial.
          The tokens will accumulate within each block and are shown on the screen.
          After each block, the total tokens will be shown on the screen before the start of the next block.
          At the end of all 4 blocks, the accumulated tokens for all blocks will be shown.
          These tokens will convert to bonus payments you will recieve at the end of the experiment.</p>
          </div>
          <p> Press any key to read more about how the tokens convert to additional payments.</p>
      "," ","html-keyboard-response","3","4971","0.0-3.0","","","","","",""
"645","
        <p>You will receive Â£2.00 as a base payment for 15-20 minutes of your time along with 
          additional bonus payments.</p>
        </div>
        <p>The additional bonus payments are as follows:</p>
        <p>For 0 - 100 tokens, you will receive Â£0.50</p>
        <p>For 100 - 200 tokens, you will receive Â£1.00</p>
        <p>For 200 - 300 tokens, you will receive Â£1.50</p>
        <p>If you get 300 tokens or above, you will receive Â£2.00</p>
        <p>However, if the final accumulated tokens are negative, you will not receive any additional bonus 
          payments over the base payment.</p>
          </div>
          <p> Press any key to start the experiment.</p>
      "," ","html-keyboard-response","4","5617","0.0-4.0","","","","","",""
"","","","pavlovia","5","6324","0.0-5.0","","","","","",""
"616","<p> Block 1</div> Press any key to continue. </p>"," ","html-keyboard-response","6","6941","0.0-6.0","","","","","",""
"1586","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","7","8530","0.0-7.0","","","","0","0.73",""
"150","<p> Total Tokens for current block: 0.73</p><p>Choose one of the following gambles:</p>","0","html-button-response","8","8687","0.0-8.0","","","","0","0.3",""
"169","<p> Total Tokens for current block: 1.03</p><p>Choose one of the following gambles:</p>","0","html-button-response","9","8858","0.0-9.0","","","","0","0.17",""
"166","<p> Total Tokens for current block: 1.20</p><p>Choose one of the following gambles:</p>","0","html-button-response","10","9027","0.0-10.0","","","","0","2.61",""
"160","<p> Total Tokens for current block: 3.81</p><p>Choose one of the following gambles:</p>","0","html-button-response","11","9190","0.0-11.0","","","","0","0.67",""
"177","<p> Total Tokens for current block: 4.48</p><p>Choose one of the following gambles:</p>","0","html-button-response","12","9369","0.0-12.0","","","","0","0.34",""
"172","<p> Total Tokens for current block: 4.82</p><p>Choose one of the following gambles:</p>","0","html-button-response","13","9544","0.0-13.0","","","","0","0.05",""
"169","<p> Total Tokens for current block: 4.87</p><p>Choose one of the following gambles:</p>","0","html-button-response","14","9716","0.0-14.0","","","","0","2.75",""
"172","<p> Total Tokens for current block: 7.62</p><p>Choose one of the following gambles:</p>","0","html-button-response","15","9892","0.0-15.0","","","","0","0.08",""
"166","<p> Total Tokens for current block: 7.70</p><p>Choose one of the following gambles:</p>","0","html-button-response","16","10060","0.0-16.0","","","","0","0.57",""
"162","<p> Total Tokens for current block: 8.27</p><p>Choose one of the following gambles:</p>","0","html-button-response","17","10225","0.0-17.0","","","","0","2.74",""
"168","<p> Total Tokens for current block: 11.01</p><p>Choose one of the following gambles:</p>","0","html-button-response","18","10395","0.0-18.0","","","","0","0.18",""
"156","<p> Total Tokens for current block: 11.19</p><p>Choose one of the following gambles:</p>","0","html-button-response","19","10552","0.0-19.0","","","","0","0.26",""
"182","<p> Total Tokens for current block: 11.45</p><p>Choose one of the following gambles:</p>","0","html-button-response","20","10735","0.0-20.0","","","","0","2.09",""
"151","<p> Total Tokens for current block: 13.54</p><p>Choose one of the following gambles:</p>","0","html-button-response","21","10889","0.0-21.0","","","","0","0.56",""
"167","<p> Total Tokens for current block: 14.10</p><p>Choose one of the following gambles:</p>","0","html-button-response","22","11060","0.0-22.0","","","","0","0.7",""
"161","<p> Total Tokens for current block: 14.80</p><p>Choose one of the following gambles:</p>","0","html-button-response","23","11222","0.0-23.0","","","","0","0.36",""
"162","<p> Total Tokens for current block: 15.16</p><p>Choose one of the following gambles:</p>","0","html-button-response","24","11388","0.0-24.0","","","","0","0.21",""
"159","<p> Total Tokens for current block: 15.37</p><p>Choose one of the following gambles:</p>","0","html-button-response","25","11549","0.0-25.0","","","","0","2.97",""
"159","<p> Total Tokens for current block: 18.34</p><p>Choose one of the following gambles:</p>","0","html-button-response","26","11711","0.0-26.0","","","","0","2.94",""
"167","<p> Total Tokens for current block: 21.28</p><p>Choose one of the following gambles:</p>","0","html-button-response","27","11883","0.0-27.0","","","","0","2.01",""
"146","<p> Total Tokens for current block: 23.29</p><p>Choose one of the following gambles:</p>","0","html-button-response","28","12032","0.0-28.0","","","","0","0.1",""
"169","<p> Total Tokens for current block: 23.39</p><p>Choose one of the following gambles:</p>","0","html-button-response","29","12204","0.0-29.0","","","","0","2.41",""
"161","<p> Total Tokens for current block: 25.80</p><p>Choose one of the following gambles:</p>","0","html-button-response","30","12369","0.0-30.0","","","","0","0.34",""
"138","<p> Total Tokens for current block: 26.14</p><p>Choose one of the following gambles:</p>","0","html-button-response","31","12511","0.0-31.0","","","","0","2.05",""
"167","<p> Total Tokens for current block: 28.19</p><p>Choose one of the following gambles:</p>","0","html-button-response","32","12683","0.0-32.0","","","","0","2.82",""
"172","<p> Total Tokens for current block: 31.01</p><p>Choose one of the following gambles:</p>","0","html-button-response","33","12858","0.0-33.0","","","","0","0.97",""
"155","<p> Total Tokens for current block: 31.98</p><p>Choose one of the following gambles:</p>","0","html-button-response","34","13016","0.0-34.0","","","","0","2.97",""
"166","<p> Total Tokens for current block: 34.95</p><p>Choose one of the following gambles:</p>","0","html-button-response","35","13185","0.0-35.0","","","","0","0.57",""
"173","<p> Total Tokens for current block: 35.52</p><p>Choose one of the following gambles:</p>","0","html-button-response","36","13361","0.0-36.0","","","","0","0.59",""
"180","<p> Total Tokens for current block: 36.11</p><p>Choose one of the following gambles:</p>","0","html-button-response","37","13545","0.0-37.0","","","","0","2.99",""
"168","<p> Total Tokens for current block: 39.10</p><p>Choose one of the following gambles:</p>","0","html-button-response","38","13716","0.0-38.0","","","","0","2.92",""
"167","<p> Total Tokens for current block: 42.02</p><p>Choose one of the following gambles:</p>","0","html-button-response","39","13886","0.0-39.0","","","","0","2.29",""
"174","<p> Total Tokens for current block: 44.31</p><p>Choose one of the following gambles:</p>","0","html-button-response","40","14061","0.0-40.0","","","","0","0.22",""
"160","<p> Total Tokens for current block: 44.53</p><p>Choose one of the following gambles:</p>","0","html-button-response","41","14225","0.0-41.0","","","","0","2.83",""
"176","<p> Total Tokens for current block: 47.36</p><p>Choose one of the following gambles:</p>","0","html-button-response","42","14403","0.0-42.0","","","","0","0.85",""
"167","<p> Total Tokens for current block: 48.21</p><p>Choose one of the following gambles:</p>","0","html-button-response","43","14572","0.0-43.0","","","","0","0.14",""
"167","<p> Total Tokens for current block: 48.35</p><p>Choose one of the following gambles:</p>","0","html-button-response","44","14741","0.0-44.0","","","","0","0.53",""
"176","<p> Total Tokens for current block: 48.88</p><p>Choose one of the following gambles:</p>","0","html-button-response","45","14920","0.0-45.0","","","","0","0.13",""
"174","<p> Total Tokens for current block: 49.01</p><p>Choose one of the following gambles:</p>","0","html-button-response","46","15095","0.0-46.0","","","","0","0.89",""
"153","<p> Total Tokens for current block: 49.90</p><p>Choose one of the following gambles:</p>","0","html-button-response","47","15252","0.0-47.0","","","","0","0.86",""
"174","<p> Total Tokens for current block: 50.76</p><p>Choose one of the following gambles:</p>","0","html-button-response","48","15428","0.0-48.0","","","","0","2.68",""
"169","<p> Total Tokens for current block: 53.44</p><p>Choose one of the following gambles:</p>","0","html-button-response","49","15600","0.0-49.0","","","","0","2.94",""
"159","<p> Total Tokens for current block: 56.38</p><p>Choose one of the following gambles:</p>","0","html-button-response","50","15761","0.0-50.0","","","","0","2.62",""
"185","<p> Total Tokens for current block: 59.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","51","15950","0.0-51.0","","","","0","0.23",""
"130","<p> Total Tokens for current block: 59.23</p><p>Choose one of the following gambles:</p>","0","html-button-response","52","16081","0.0-52.0","","","","0","2.71",""
"156","<p> Total Tokens for current block: 61.94</p><p>Choose one of the following gambles:</p>","0","html-button-response","53","16237","0.0-53.0","","","","0","0.92",""
"186","<p> Total Tokens for current block: 62.86</p><p>Choose one of the following gambles:</p>","0","html-button-response","54","16426","0.0-54.0","","","","0","0.26",""
"220","<p> Total Tokens for current block: 63.12</p><p>Choose one of the following gambles:</p>","0","html-button-response","55","16647","0.0-55.0","","","","0","0.75",""
"523","<p> Total Tokens for current block: 63.87</p><p>Choose one of the following gambles:</p>","0","html-button-response","56","17177","0.0-56.0","","","","0","0.85",""
"589","<p> Total Tokens for Block 1: 64.72 </p>"," ","html-keyboard-response","57","17768","0.0-57.0","","","","","",""
"698","<p> Block 2</div> Press any key to continue. </p>"," ","html-keyboard-response","58","18467","0.0-58.0","","","","","",""
"1245","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","59","19714","0.0-59.0","","","","1","100.72",""
"152","<p> Total Tokens for current block: 100.72</p><p>Choose one of the following gambles:</p>","1","html-button-response","60","19869","0.0-60.0","","","","1","100.27",""
"154","<p> Total Tokens for current block: 200.99</p><p>Choose one of the following gambles:</p>","1","html-button-response","61","20024","0.0-61.0","","","","1","100.71",""
"161","<p> Total Tokens for current block: 301.70</p><p>Choose one of the following gambles:</p>","1","html-button-response","62","20188","0.0-62.0","","","","1","100.33",""
"162","<p> Total Tokens for current block: 402.03</p><p>Choose one of the following gambles:</p>","1","html-button-response","63","20352","0.0-63.0","","","","1","100.72",""
"173","<p> Total Tokens for current block: 502.75</p><p>Choose one of the following gambles:</p>","1","html-button-response","64","20527","0.0-64.0","","","","1","100.91",""
"161","<p> Total Tokens for current block: 603.66</p><p>Choose one of the following gambles:</p>","1","html-button-response","65","20691","0.0-65.0","","","","1","100.57",""
"163","<p> Total Tokens for current block: 704.23</p><p>Choose one of the following gambles:</p>","1","html-button-response","66","20859","0.0-66.0","","","","1","100.7",""
"157","<p> Total Tokens for current block: 804.93</p><p>Choose one of the following gambles:</p>","1","html-button-response","67","21019","0.0-67.0","","","","1","100.79",""
"157","<p> Total Tokens for current block: 905.72</p><p>Choose one of the following gambles:</p>","1","html-button-response","68","21179","0.0-68.0","","","","1","100.42",""
"174","<p> Total Tokens for current block: 1006.14</p><p>Choose one of the following gambles:</p>","1","html-button-response","69","21355","0.0-69.0","","","","1","100.47",""
"161","<p> Total Tokens for current block: 1106.61</p><p>Choose one of the following gambles:</p>","1","html-button-response","70","21520","0.0-70.0","","","","1","100.42",""
"153","<p> Total Tokens for current block: 1207.03</p><p>Choose one of the following gambles:</p>","1","html-button-response","71","21674","0.0-71.0","","","","1","100.82",""
"160","<p> Total Tokens for current block: 1307.85</p><p>Choose one of the following gambles:</p>","1","html-button-response","72","21837","0.0-72.0","","","","1","100",""
"162","<p> Total Tokens for current block: 1407.85</p><p>Choose one of the following gambles:</p>","1","html-button-response","73","22001","0.0-73.0","","","","1","100.81",""
"146","<p> Total Tokens for current block: 1508.66</p><p>Choose one of the following gambles:</p>","1","html-button-response","74","22150","0.0-74.0","","","","1","100.98",""
"182","<p> Total Tokens for current block: 1609.64</p><p>Choose one of the following gambles:</p>","1","html-button-response","75","22336","0.0-75.0","","","","1","100.46",""
"157","<p> Total Tokens for current block: 1710.10</p><p>Choose one of the following gambles:</p>","1","html-button-response","76","22496","0.0-76.0","","","","1","100.35",""
"173","<p> Total Tokens for current block: 1810.45</p><p>Choose one of the following gambles:</p>","1","html-button-response","77","22673","0.0-77.0","","","","1","100.22",""
"168","<p> Total Tokens for current block: 1910.67</p><p>Choose one of the following gambles:</p>","1","html-button-response","78","22843","0.0-78.0","","","","1","100.59",""
"174","<p> Total Tokens for current block: 2011.26</p><p>Choose one of the following gambles:</p>","1","html-button-response","79","23020","0.0-79.0","","","","1","100.06",""
"177","<p> Total Tokens for current block: 2111.32</p><p>Choose one of the following gambles:</p>","1","html-button-response","80","23199","0.0-80.0","","","","1","100.7",""
"166","<p> Total Tokens for current block: 2212.02</p><p>Choose one of the following gambles:</p>","1","html-button-response","81","23368","0.0-81.0","","","","1","100.55",""
"173","<p> Total Tokens for current block: 2312.57</p><p>Choose one of the following gambles:</p>","1","html-button-response","82","23543","0.0-82.0","","","","1","100.74",""
"170","<p> Total Tokens for current block: 2413.31</p><p>Choose one of the following gambles:</p>","1","html-button-response","83","23716","0.0-83.0","","","","1","100.63",""
"158","<p> Total Tokens for current block: 2513.94</p><p>Choose one of the following gambles:</p>","1","html-button-response","84","23876","0.0-84.0","","","","1","100.4",""
"181","<p> Total Tokens for current block: 2614.34</p><p>Choose one of the following gambles:</p>","1","html-button-response","85","24060","0.0-85.0","","","","1","100.27",""
"169","<p> Total Tokens for current block: 2714.61</p><p>Choose one of the following gambles:</p>","1","html-button-response","86","24232","0.0-86.0","","","","1","100.75",""
"187","<p> Total Tokens for current block: 2815.36</p><p>Choose one of the following gambles:</p>","1","html-button-response","87","24421","0.0-87.0","","","","1","100.54",""
"182","<p> Total Tokens for current block: 2915.90</p><p>Choose one of the following gambles:</p>","1","html-button-response","88","24605","0.0-88.0","","","","1","100.61",""
"182","<p> Total Tokens for current block: 3016.51</p><p>Choose one of the following gambles:</p>","1","html-button-response","89","24790","0.0-89.0","","","","1","100.54",""
"167","<p> Total Tokens for current block: 3117.05</p><p>Choose one of the following gambles:</p>","1","html-button-response","90","24959","0.0-90.0","","","","1","100.98",""
"181","<p> Total Tokens for current block: 3218.03</p><p>Choose one of the following gambles:</p>","1","html-button-response","91","25144","0.0-91.0","","","","1","100.04",""
"160","<p> Total Tokens for current block: 3318.07</p><p>Choose one of the following gambles:</p>","1","html-button-response","92","25306","0.0-92.0","","","","1","100.18",""
"177","<p> Total Tokens for current block: 3418.25</p><p>Choose one of the following gambles:</p>","1","html-button-response","93","25486","0.0-93.0","","","","1","100.95",""
"173","<p> Total Tokens for current block: 3519.20</p><p>Choose one of the following gambles:</p>","1","html-button-response","94","25661","0.0-94.0","","","","1","100.11",""
"168","<p> Total Tokens for current block: 3619.31</p><p>Choose one of the following gambles:</p>","1","html-button-response","95","25832","0.0-95.0","","","","1","100.18",""
"181","<p> Total Tokens for current block: 3719.49</p><p>Choose one of the following gambles:</p>","1","html-button-response","96","26017","0.0-96.0","","","","1","100.43",""
"172","<p> Total Tokens for current block: 3819.92</p><p>Choose one of the following gambles:</p>","1","html-button-response","97","26192","0.0-97.0","","","","1","100.7",""
"168","<p> Total Tokens for current block: 3920.62</p><p>Choose one of the following gambles:</p>","1","html-button-response","98","26362","0.0-98.0","","","","1","100.45",""
"175","<p> Total Tokens for current block: 4021.07</p><p>Choose one of the following gambles:</p>","1","html-button-response","99","26539","0.0-99.0","","","","1","100.83",""
"162","<p> Total Tokens for current block: 4121.90</p><p>Choose one of the following gambles:</p>","1","html-button-response","100","26702","0.0-100.0","","","","1","100.22",""
"181","<p> Total Tokens for current block: 4222.12</p><p>Choose one of the following gambles:</p>","1","html-button-response","101","26886","0.0-101.0","","","","1","100.25",""
"174","<p> Total Tokens for current block: 4322.37</p><p>Choose one of the following gambles:</p>","1","html-button-response","102","27064","0.0-102.0","","","","1","100.34",""
"172","<p> Total Tokens for current block: 4422.71</p><p>Choose one of the following gambles:</p>","1","html-button-response","103","27240","0.0-103.0","","","","1","100.99",""
"182","<p> Total Tokens for current block: 4523.70</p><p>Choose one of the following gambles:</p>","1","html-button-response","104","27424","0.0-104.0","","","","1","100.47",""
"182","<p> Total Tokens for current block: 4624.17</p><p>Choose one of the following gambles:</p>","1","html-button-response","105","27607","0.0-105.0","","","","1","100.51",""
"176","<p> Total Tokens for current block: 4724.68</p><p>Choose one of the following gambles:</p>","1","html-button-response","106","27787","0.0-106.0","","","","1","100.69",""
"165","<p> Total Tokens for current block: 4825.37</p><p>Choose one of the following gambles:</p>","1","html-button-response","107","27955","0.0-107.0","","","","1","100.41",""
"154","<p> Total Tokens for current block: 4925.78</p><p>Choose one of the following gambles:</p>","1","html-button-response","108","28111","0.0-108.0","","","","1","100.11",""
"575","<p> Total Tokens for Block 2: 5025.89 </p>"," ","html-keyboard-response","109","28689","0.0-109.0","","","","","",""
"441","<p> Block 3</div> Press any key to continue. </p>"," ","html-keyboard-response","110","29131","0.0-110.0","","","","","",""
"1075","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","111","30210","0.0-111.0","","","","2","-99.61",""
"161","<p> Total Tokens for current block: -99.61</p><p>Choose one of the following gambles:</p>","1","html-button-response","112","30377","0.0-112.0","","","","2","-99.93",""
"171","<p> Total Tokens for current block: -199.54</p><p>Choose one of the following gambles:</p>","1","html-button-response","113","30551","0.0-113.0","","","","2","-99.62",""
"165","<p> Total Tokens for current block: -299.16</p><p>Choose one of the following gambles:</p>","1","html-button-response","114","30719","0.0-114.0","","","","2","-99.71",""
"161","<p> Total Tokens for current block: -398.87</p><p>Choose one of the following gambles:</p>","1","html-button-response","115","30882","0.0-115.0","","","","2","-99.58",""
"167","<p> Total Tokens for current block: -498.45</p><p>Choose one of the following gambles:</p>","1","html-button-response","116","31053","0.0-116.0","","","","2","-99.55",""
"151","<p> Total Tokens for current block: -598.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","117","31206","0.0-117.0","","","","2","-99.27",""
"166","<p> Total Tokens for current block: -697.27</p><p>Choose one of the following gambles:</p>","1","html-button-response","118","31376","0.0-118.0","","","","2","-99.4",""
"182","<p> Total Tokens for current block: -796.67</p><p>Choose one of the following gambles:</p>","1","html-button-response","119","31559","0.0-119.0","","","","2","-99.8",""
"174","<p> Total Tokens for current block: -896.47</p><p>Choose one of the following gambles:</p>","1","html-button-response","120","31737","0.0-120.0","","","","2","-99.98",""
"181","<p> Total Tokens for current block: -996.45</p><p>Choose one of the following gambles:</p>","1","html-button-response","121","31921","0.0-121.0","","","","2","-99.05",""
"167","<p> Total Tokens for current block: -1095.50</p><p>Choose one of the following gambles:</p>","1","html-button-response","122","32091","0.0-122.0","","","","2","-99.51",""
"160","<p> Total Tokens for current block: -1195.01</p><p>Choose one of the following gambles:</p>","1","html-button-response","123","32253","0.0-123.0","","","","2","-99.09",""
"162","<p> Total Tokens for current block: -1294.10</p><p>Choose one of the following gambles:</p>","1","html-button-response","124","32418","0.0-124.0","","","","2","-99.66",""
