"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","block","outcome","accuracy"
"179","<p> Total Tokens for current block: -601.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","33","14380","0.0-33.0","","","","0","0",""
"183","<p> Total Tokens for current block: -601.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","34","14565","0.0-34.0","","","","0","0",""
"164","<p> Total Tokens for current block: -601.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","35","14731","0.0-35.0","","","","0","-40",""
"183","<p> Total Tokens for current block: -641.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","36","14916","0.0-36.0","","","","0","-37",""
"183","<p> Total Tokens for current block: -678.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","37","15101","0.0-37.0","","","","0","0",""
"183","<p> Total Tokens for current block: -678.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","38","15287","0.0-38.0","","","","0","-36",""
"178","<p> Total Tokens for current block: -714.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","39","15466","0.0-39.0","","","","0","0",""
"183","<p> Total Tokens for current block: -714.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","40","15652","0.0-40.0","","","","0","-41",""
"162","<p> Total Tokens for current block: -755.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","41","15817","0.0-41.0","","","","0","-37",""
"170","<p> Total Tokens for current block: -792.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","42","15989","0.0-42.0","","","","0","0",""
"162","<p> Total Tokens for current block: -792.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","43","16154","0.0-43.0","","","","0","-41",""
"177","<p> Total Tokens for current block: -833.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","44","16333","0.0-44.0","","","","0","0",""
"183","<p> Total Tokens for current block: -833.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","45","16518","0.0-45.0","","","","0","0",""
"155","<p> Total Tokens for current block: -833.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","46","16675","0.0-46.0","","","","0","-42",""
"186","<p> Total Tokens for current block: -875.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","47","16863","0.0-47.0","","","","0","0",""
"166","<p> Total Tokens for current block: -875.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","48","17033","0.0-48.0","","","","0","-44",""
"179","<p> Total Tokens for current block: -919.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","49","17213","0.0-49.0","","","","0","0",""
"175","<p> Total Tokens for current block: -919.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","50","17391","0.0-50.0","","","","0","-36",""
"176","<p> Total Tokens for current block: -955.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","51","17569","0.0-51.0","","","","0","0",""
"185","<p> Total Tokens for current block: -955.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","52","17756","0.0-52.0","","","","0","-38",""
"699","<p> Total Tokens for current block: -993.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","53","18457","0.0-53.0","","","","0","-24",""
"176","<p> Total Tokens for current block: -1017.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","54","18635","0.0-54.0","","","","0","-21",""
"162","<p> Total Tokens for current block: -1038.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","55","18800","0.0-55.0","","","","0","-19",""
"184","<p> Total Tokens for current block: -1057.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","56","18986","0.0-56.0","","","","0","-21",""
"702","<p> Total Tokens for Block 1: -1078.00 </p>"," ","html-keyboard-response","57","19691","0.0-57.0","","","","","",""
"258","<p> Block 2</div> Press any key to continue. </p>"," ","html-keyboard-response","58","19951","0.0-58.0","","","","","",""
"1297","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","59","21250","0.0-59.0","","","","1","-101",""
"166","<p> Total Tokens for current block: -101.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","60","21419","0.0-60.0","","","","1","-101",""
"162","<p> Total Tokens for current block: -202.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","61","21583","0.0-61.0","","","","1","-105",""
"162","<p> Total Tokens for current block: -307.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","62","21748","0.0-62.0","","","","1","-98",""
"169","<p> Total Tokens for current block: -405.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","63","21919","0.0-63.0","","","","1","-105",""
"177","<p> Total Tokens for current block: -510.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","64","22099","0.0-64.0","","","","1","-98",""
"154","<p> Total Tokens for current block: -608.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","65","22255","0.0-65.0","","","","1","-103",""
"170","<p> Total Tokens for current block: -711.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","66","22428","0.0-66.0","","","","1","-104",""
"161","<p> Total Tokens for current block: -815.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","67","22592","0.0-67.0","","","","1","-104",""
"155","<p> Total Tokens for current block: -919.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","68","22749","0.0-68.0","","","","1","-97",""
"226","<p> Total Tokens for current block: -1016.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","69","22977","0.0-69.0","","","","1","-104",""
"820","<p> Total Tokens for current block: -1120.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","70","23801","0.0-70.0","","","","1","-198",""
"164","<p> Total Tokens for current block: -1318.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","71","23966","0.0-71.0","","","","1","-201",""
"169","<p> Total Tokens for current block: -1519.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","72","24137","0.0-72.0","","","","1","-199",""
"176","<p> Total Tokens for current block: -1718.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","73","24316","0.0-73.0","","","","1","0",""
"184","<p> Total Tokens for current block: -1718.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","74","24501","0.0-74.0","","","","1","0",""
"170","<p> Total Tokens for current block: -1718.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","75","24673","0.0-75.0","","","","1","0",""
"176","<p> Total Tokens for current block: -1718.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","76","24852","0.0-76.0","","","","1","-197",""
"220","<p> Total Tokens for current block: -1915.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","77","25073","0.0-77.0","","","","1","0",""
"177","<p> Total Tokens for current block: -1915.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","78","25253","0.0-78.0","","","","1","-202",""
"177","<p> Total Tokens for current block: -2117.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","79","25432","0.0-79.0","","","","1","-199",""
"163","<p> Total Tokens for current block: -2316.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","80","25598","0.0-80.0","","","","1","0",""
"182","<p> Total Tokens for current block: -2316.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","81","25781","0.0-81.0","","","","1","-199",""
"178","<p> Total Tokens for current block: -2515.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","82","25962","0.0-82.0","","","","1","0",""
"176","<p> Total Tokens for current block: -2515.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","83","26139","0.0-83.0","","","","1","-200",""
"187","<p> Total Tokens for current block: -2715.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","84","26330","0.0-84.0","","","","1","0",""
"172","<p> Total Tokens for current block: -2715.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","85","26504","0.0-85.0","","","","1","-195",""
"172","<p> Total Tokens for current block: -2910.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","86","26678","0.0-86.0","","","","1","0",""
"182","<p> Total Tokens for current block: -2910.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","87","26864","0.0-87.0","","","","1","0",""
"175","<p> Total Tokens for current block: -2910.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","88","27041","0.0-88.0","","","","1","0",""
"155","<p> Total Tokens for current block: -2910.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","89","27199","0.0-89.0","","","","1","-205",""
"1164","<p> Total Tokens for current block: -3115.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","90","28365","0.0-90.0","","","","1","-101",""
"190","<p> Total Tokens for current block: -3216.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","91","28557","0.0-91.0","","","","1","-101",""
"167","<p> Total Tokens for current block: -3317.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","92","28728","0.0-92.0","","","","1","-100",""
"183","<p> Total Tokens for current block: -3417.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","93","28914","0.0-93.0","","","","1","-99",""
"185","<p> Total Tokens for current block: -3516.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","94","29099","0.0-94.0","","","","1","-97",""
"179","<p> Total Tokens for current block: -3613.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","95","29281","0.0-95.0","","","","1","-100",""
"184","<p> Total Tokens for current block: -3713.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","96","29466","0.0-96.0","","","","1","-96",""
"184","<p> Total Tokens for current block: -3809.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","97","29652","0.0-97.0","","","","1","-99",""
"178","<p> Total Tokens for current block: -3908.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","98","29832","0.0-98.0","","","","1","-97",""
"197","<p> Total Tokens for current block: -4005.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","99","30032","0.0-99.0","","","","1","-103",""
"163","<p> Total Tokens for current block: -4108.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","100","30197","0.0-100.0","","","","1","-102",""
"173","<p> Total Tokens for current block: -4210.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","101","30375","0.0-101.0","","","","1","-101",""
"171","<p> Total Tokens for current block: -4311.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","102","30547","0.0-102.0","","","","1","-98",""
"175","<p> Total Tokens for current block: -4409.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","103","30724","0.0-103.0","","","","1","-99",""
"169","<p> Total Tokens for current block: -4508.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","104","30898","0.0-104.0","","","","1","-101",""
"197","<p> Total Tokens for current block: -4609.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","105","31098","0.0-105.0","","","","1","-104",""
"183","<p> Total Tokens for current block: -4713.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","106","31283","0.0-106.0","","","","1","-98",""
"213","<p> Total Tokens for current block: -4811.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","107","31498","0.0-107.0","","","","1","-98",""
"190","<p> Total Tokens for current block: -4909.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","108","31689","0.0-108.0","","","","1","-101",""
"658","<p> Total Tokens for Block 2: -5010.00 </p>"," ","html-keyboard-response","109","32350","0.0-109.0","","","","","",""
"394","<p> Block 3</div> Press any key to continue. </p>"," ","html-keyboard-response","110","32747","0.0-110.0","","","","","",""
"1239","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","111","33986","0.0-111.0","","","","2","44",""
"184","<p> Total Tokens for current block: 44.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","112","34173","0.0-112.0","","","","2","0",""
"182","<p> Total Tokens for current block: 44.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","113","34361","0.0-113.0","","","","2","0",""
"168","<p> Total Tokens for current block: 44.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","114","34530","0.0-114.0","","","","2","43",""
"190","<p> Total Tokens for current block: 87.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","115","34723","0.0-115.0","","","","2","37",""
"177","<p> Total Tokens for current block: 124.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","116","34902","0.0-116.0","","","","2","41",""
"169","<p> Total Tokens for current block: 165.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","117","35075","0.0-117.0","","","","2","36",""
"190","<p> Total Tokens for current block: 201.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","118","35267","0.0-118.0","","","","2","0",""
"159","<p> Total Tokens for current block: 201.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","119","35429","0.0-119.0","","","","2","39",""
"181","<p> Total Tokens for current block: 240.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","120","35612","0.0-120.0","","","","2","42",""
"188","<p> Total Tokens for current block: 282.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","121","35803","0.0-121.0","","","","2","0",""
"199","<p> Total Tokens for current block: 282.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","122","36004","0.0-122.0","","","","2","42",""
"177","<p> Total Tokens for current block: 324.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","123","36183","0.0-123.0","","","","2","38",""
"168","<p> Total Tokens for current block: 362.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","124","36354","0.0-124.0","","","","2","0",""
"162","<p> Total Tokens for current block: 362.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","125","36519","0.0-125.0","","","","2","0",""
"169","<p> Total Tokens for current block: 362.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","126","36690","0.0-126.0","","","","2","44",""
"171","<p> Total Tokens for current block: 406.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","127","36863","0.0-127.0","","","","2","0",""
"805","<p> Total Tokens for current block: 406.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","128","37671","0.0-128.0","","","","2","24",""
"175","<p> Total Tokens for current block: 430.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","129","37849","0.0-129.0","","","","2","21",""
"178","<p> Total Tokens for current block: 451.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","130","38030","0.0-130.0","","","","2","18",""
"175","<p> Total Tokens for current block: 469.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","131","38207","0.0-131.0","","","","2","16",""
"189","<p> Total Tokens for current block: 485.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","132","38400","0.0-132.0","","","","2","15",""
"162","<p> Total Tokens for current block: 500.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","133","38565","0.0-133.0","","","","2","19",""
"178","<p> Total Tokens for current block: 519.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","134","38744","0.0-134.0","","","","2","21",""
"174","<p> Total Tokens for current block: 540.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","135","38922","0.0-135.0","","","","2","16",""
"184","<p> Total Tokens for current block: 556.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","136","39108","0.0-136.0","","","","2","20",""
"146","<p> Total Tokens for current block: 576.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","137","39258","0.0-137.0","","","","2","22",""
"177","<p> Total Tokens for current block: 598.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","138","39437","0.0-138.0","","","","2","16",""
"171","<p> Total Tokens for current block: 614.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","139","39610","0.0-139.0","","","","2","17",""
"167","<p> Total Tokens for current block: 631.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","140","39781","0.0-140.0","","","","2","22",""
"191","<p> Total Tokens for current block: 653.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","141","39973","0.0-141.0","","","","2","19",""
"196","<p> Total Tokens for current block: 672.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","142","40173","0.0-142.0","","","","2","17",""
"191","<p> Total Tokens for current block: 689.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","143","40368","0.0-143.0","","","","2","17",""
"169","<p> Total Tokens for current block: 706.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","144","40538","0.0-144.0","","","","2","20",""
"184","<p> Total Tokens for current block: 726.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","145","40725","0.0-145.0","","","","2","15",""
"160","<p> Total Tokens for current block: 741.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","146","40889","0.0-146.0","","","","2","16",""
"178","<p> Total Tokens for current block: 757.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","147","41068","0.0-147.0","","","","2","18",""
"184","<p> Total Tokens for current block: 775.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","148","41253","0.0-148.0","","","","2","16",""
"173","<p> Total Tokens for current block: 791.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","149","41430","0.0-149.0","","","","2","16",""
"180","<p> Total Tokens for current block: 807.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","150","41612","0.0-150.0","","","","2","22",""
"169","<p> Total Tokens for current block: 829.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","151","41783","0.0-151.0","","","","2","22",""
"184","<p> Total Tokens for current block: 851.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","152","41969","0.0-152.0","","","","2","18",""
"192","<p> Total Tokens for current block: 869.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","153","42163","0.0-153.0","","","","2","16",""
"198","<p> Total Tokens for current block: 885.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","154","42363","0.0-154.0","","","","2","20",""
"189","<p> Total Tokens for current block: 905.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","155","42555","0.0-155.0","","","","2","20",""
"206","<p> Total Tokens for current block: 925.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","156","42765","0.0-156.0","","","","2","20",""
"181","<p> Total Tokens for current block: 945.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","157","42950","0.0-157.0","","","","2","18",""
"198","<p> Total Tokens for current block: 963.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","158","43149","0.0-158.0","","","","2","21",""
"169","<p> Total Tokens for current block: 984.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","159","43321","0.0-159.0","","","","2","17",""
"176","<p> Total Tokens for current block: 1001.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","160","43500","0.0-160.0","","","","2","18",""
"677","<p> Total Tokens for Block 3: 1019.00 </p>"," ","html-keyboard-response","161","44180","0.0-161.0","","","","","",""
"267","<p> Block 4</div> Press any key to continue. </p>"," ","html-keyboard-response","162","44449","0.0-162.0","","","","","",""
"1363","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","163","45811","0.0-163.0","","","","3","202",""
"179","<p> Total Tokens for current block: 202.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","164","45995","0.0-164.0","","","","3","0",""
"171","<p> Total Tokens for current block: 202.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","165","46167","0.0-165.0","","","","3","201",""
"183","<p> Total Tokens for current block: 403.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","166","46353","0.0-166.0","","","","3","0",""
"171","<p> Total Tokens for current block: 403.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","167","46527","0.0-167.0","","","","3","0",""
"159","<p> Total Tokens for current block: 403.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","168","46689","0.0-168.0","","","","3","0",""
"800","<p> Total Tokens for current block: 403.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","169","47494","0.0-169.0","","","","3","99",""
"167","<p> Total Tokens for current block: 502.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","170","47665","0.0-170.0","","","","3","97",""
"167","<p> Total Tokens for current block: 599.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","171","47834","0.0-171.0","","","","3","95",""
"169","<p> Total Tokens for current block: 694.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","172","48005","0.0-172.0","","","","3","101",""
"163","<p> Total Tokens for current block: 795.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","173","48169","0.0-173.0","","","","3","99",""
"177","<p> Total Tokens for current block: 894.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","174","48349","0.0-174.0","","","","3","98",""
"163","<p> Total Tokens for current block: 992.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","175","48514","0.0-175.0","","","","3","100",""
"168","<p> Total Tokens for current block: 1092.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","176","48685","0.0-176.0","","","","3","100",""
"156","<p> Total Tokens for current block: 1192.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","177","48843","0.0-177.0","","","","3","98",""
"182","<p> Total Tokens for current block: 1290.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","178","49029","0.0-178.0","","","","3","98",""
"168","<p> Total Tokens for current block: 1388.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","179","49200","0.0-179.0","","","","3","102",""
"184","<p> Total Tokens for current block: 1490.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","180","49386","0.0-180.0","","","","3","100",""
"177","<p> Total Tokens for current block: 1590.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","181","49565","0.0-181.0","","","","3","102",""
"194","<p> Total Tokens for current block: 1692.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","182","49761","0.0-182.0","","","","3","99",""
"166","<p> Total Tokens for current block: 1791.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","183","49930","0.0-183.0","","","","3","100",""
