"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","block","outcome","accuracy"
"165","<p> Total Tokens for current block: 1891.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","184","50097","0.0-184.0","","","","3","99",""
"1268","<p> Total Tokens for current block: 1990.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","185","51368","0.0-185.0","","","","3","199",""
"177","<p> Total Tokens for current block: 2189.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","186","51547","0.0-186.0","","","","3","200",""
"178","<p> Total Tokens for current block: 2389.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","187","51728","0.0-187.0","","","","3","199",""
"182","<p> Total Tokens for current block: 2588.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","188","51913","0.0-188.0","","","","3","0",""
"168","<p> Total Tokens for current block: 2588.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","189","52082","0.0-189.0","","","","3","0",""
"183","<p> Total Tokens for current block: 2588.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","190","52268","0.0-190.0","","","","3","196",""
"193","<p> Total Tokens for current block: 2784.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","191","52463","0.0-191.0","","","","3","0",""
"167","<p> Total Tokens for current block: 2784.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","192","52634","0.0-192.0","","","","3","198",""
"164","<p> Total Tokens for current block: 2982.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","193","52799","0.0-193.0","","","","3","0",""
"168","<p> Total Tokens for current block: 2982.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","194","52970","0.0-194.0","","","","3","204",""
"170","<p> Total Tokens for current block: 3186.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","195","53144","0.0-195.0","","","","3","200",""
"854","<p> Total Tokens for current block: 3386.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","196","54000","0.0-196.0","","","","3","100",""
"177","<p> Total Tokens for current block: 3486.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","197","54180","0.0-197.0","","","","3","98",""
"198","<p> Total Tokens for current block: 3584.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","198","54380","0.0-198.0","","","","3","102",""
"190","<p> Total Tokens for current block: 3686.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","199","54572","0.0-199.0","","","","3","99",""
"197","<p> Total Tokens for current block: 3785.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","200","54772","0.0-200.0","","","","3","104",""
"205","<p> Total Tokens for current block: 3889.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","201","54981","0.0-201.0","","","","3","99",""
"184","<p> Total Tokens for current block: 3988.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","202","55165","0.0-202.0","","","","3","100",""
"191","<p> Total Tokens for current block: 4088.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","203","55359","0.0-203.0","","","","3","101",""
"197","<p> Total Tokens for current block: 4189.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","204","55560","0.0-204.0","","","","3","98",""
"183","<p> Total Tokens for current block: 4287.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","205","55747","0.0-205.0","","","","3","102",""
"168","<p> Total Tokens for current block: 4389.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","206","55916","0.0-206.0","","","","3","105",""
"178","<p> Total Tokens for current block: 4494.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","207","56097","0.0-207.0","","","","3","102",""
"190","<p> Total Tokens for current block: 4596.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","208","56288","0.0-208.0","","","","3","105",""
"176","<p> Total Tokens for current block: 4701.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","209","56468","0.0-209.0","","","","3","102",""
"177","<p> Total Tokens for current block: 4803.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","210","56647","0.0-210.0","","","","3","98",""
"165","<p> Total Tokens for current block: 4901.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","211","56814","0.0-211.0","","","","3","100",""
"180","<p> Total Tokens for current block: 5001.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","212","56997","0.0-212.0","","","","3","96",""
"861","<p> Total Tokens for Block 4: 5097.00 </p>"," ","html-keyboard-response","213","57862","0.0-213.0","","","","","",""
"3870","<p> Game Over </p><p>Total Tokens: 28.00</p><p> Additional Amount: Â£0.50<p><p> Total Amount Received: Â£2.50<p><p>Press any key to end the experiment.</p>"," ","html-keyboard-response","214","61740","0.0-214.0","","","","","",""
"12544","","{""P0_Q0"":null,""Block 1"":""-100 to -300"",""Block 2"":""0 to -2"",""Block 3"":""-100 to -300"",""Block 4"":""-100 to -300""}","survey","215","74392","0.0-215.0","","","","","","[]"
"18260","","{""P0_Q0"":null,""Age"":""22"",""Gender"":""Prefer not to say"",""English"":""No"",""Hand"":""Fully Ambidextrous"",""Vision"":""Corrected-to-Normal Vision"",""Education"":""Middle School""}","survey","216","92713","0.0-216.0","","","","","","[]"
