"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","study_id","session_id","block","sr","outcome","accuracy"
"1883","<p> Welcome to the experiment. </p> <p> Press any key to begin. </p>","d","html-keyboard-response","0","1884","0.0-0.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"1289","<object 
      type=""application/pdf"" 
      data=""PIL.pdf"" 
      width=""900""
      height=""500""
      > 
      </object>
      <p>Press any key to continue.</p>
      ","d","html-keyboard-response","1","3174","0.0-1.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"1005","<p>By checking the box below, I confirm that:</p>
      <p>  1.	I have read and understand the information sheet for the above study. 
        I have had the opportunity to consider the information, ask questions and have 
        had these answered satisfactorily. </p>
      <p>  2.	I understand that my participation is voluntary and that I am free to withdraw 
        at any time without giving any reason, without my rights being affected.</p>
      <p>  3.	I understand that data collected during the study, may be looked at by individuals 
        from The University of Warwick. I give permission for these individuals to have access to my data.</p>
      <p>  4.	I understand that my choice and response time in the study will be recorded.</p> 
      <p>  5.	I understand that my anonymized data will be made publicly available to the scientific 
        community. There will be no way to tie these anonymized data back to me personally. </p>
      <p>  6.	I understand that my data may be used in future research. </p>
      <p>  7.  I agree to take part in the above study.	</p>
      </div>
      <p> If you do not agree, please exit by closing the browser. </p>
      <p> I have read and agreed with the points above. </p>
      ","0","html-button-response","2","4180","0.0-2.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"665","
        <p>This experiment should not take more than 15-20 minutes.</p>
        </div>
        <p>On the screen you will see two options, A and B.  
          You are required to choose between these options for 50 times(trials) without any prior information.
          This constitutes one block. You will have 4 such blocks.</p>
        <p>You will start the experiment with 0 tokens.
          Each option will correspond to some loss or gain of tokens.
          Each block has different token values for each option.</p>
        <p>When you click on an option, the colour of the option will change to green.
          The tokens gained or lost will be shown under the choices after each trial.
          The tokens will accumulate within each block and are shown on the screen.
          After each block, the total tokens will be shown on the screen before the start of the next block.
          At the end of all 4 blocks, the accumulated tokens for all blocks will be shown.
          These tokens will convert to bonus payments you will recieve at the end of the experiment.</p>
          </div>
          <p> Press any key to read more about how the tokens convert to additional payments.</p>
      ","d","html-keyboard-response","3","4846","0.0-3.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"610","
        <p>You will receive Â£2.00 as a base payment for 15-20 minutes of your time along with 
          additional bonus payments.</p>
        </div>
        <p>The additional bonus payments are as follows:</p>
        <p>For 0 - 100 tokens, you will receive Â£0.50</p>
        <p>For 100 - 200 tokens, you will receive Â£1.00</p>
        <p>For 200 - 300 tokens, you will receive Â£1.50</p>
        <p>If you get 300 tokens or above, you will receive Â£2.00</p>
        <p>However, if the final accumulated tokens are negative, you will not receive any additional bonus 
          payments over the base payment.</p>
          </div>
          <p> Press any key to start the experiment.</p>
      ","d","html-keyboard-response","4","5456","0.0-4.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"","","","pavlovia","5","6108","0.0-5.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"989","<p> Block 1</div> Press any key to continue. </p>","d","html-keyboard-response","6","7097","0.0-6.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"1645","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","7","8742","0.0-7.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"1945","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","8","10687","0.0-8.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"2869","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","9","13557","0.0-9.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"1831","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","10","15388","0.0-10.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","202",""
"1471","<p> Total Tokens for current block: 202.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","11","16859","0.0-11.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"804","<p> Total Tokens for current block: 202.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","12","17663","0.0-12.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","205",""
"562","<p> Total Tokens for current block: 407.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","13","18225","0.0-13.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","202",""
"519","<p> Total Tokens for current block: 609.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","14","18744","0.0-14.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"480","<p> Total Tokens for current block: 609.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","15","19224","0.0-15.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"452","<p> Total Tokens for current block: 609.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","16","19676","0.0-16.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"467","<p> Total Tokens for current block: 609.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","17","20143","0.0-17.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"409","<p> Total Tokens for current block: 609.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","18","20552","0.0-18.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","195",""
"413","<p> Total Tokens for current block: 804.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","19","20965","0.0-19.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","203",""
"438","<p> Total Tokens for current block: 1007.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","20","21403","0.0-20.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","198",""
"416","<p> Total Tokens for current block: 1205.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","21","21820","0.0-21.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"445","<p> Total Tokens for current block: 1205.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","22","22264","0.0-22.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","197",""
"417","<p> Total Tokens for current block: 1402.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","23","22681","0.0-23.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","199",""
"393","<p> Total Tokens for current block: 1601.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","24","23074","0.0-24.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"386","<p> Total Tokens for current block: 1601.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","25","23461","0.0-25.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"431","<p> Total Tokens for current block: 1601.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","26","23892","0.0-26.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","204",""
"411","<p> Total Tokens for current block: 1805.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","27","24303","0.0-27.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"356","<p> Total Tokens for current block: 1805.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","28","24659","0.0-28.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"353","<p> Total Tokens for current block: 1805.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","29","25012","0.0-29.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","196",""
"350","<p> Total Tokens for current block: 2001.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","30","25362","0.0-30.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"317","<p> Total Tokens for current block: 2001.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","31","25679","0.0-31.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"285","<p> Total Tokens for current block: 2001.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","32","25964","0.0-32.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","204",""
"258","<p> Total Tokens for current block: 2205.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","33","26222","0.0-33.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","200",""
"230","<p> Total Tokens for current block: 2405.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","34","26452","0.0-34.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","198",""
"227","<p> Total Tokens for current block: 2603.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","35","26679","0.0-35.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","201",""
"230","<p> Total Tokens for current block: 2804.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","36","26909","0.0-36.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","202",""
"230","<p> Total Tokens for current block: 3006.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","37","27139","0.0-37.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","196",""
"220","<p> Total Tokens for current block: 3202.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","38","27359","0.0-38.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","198",""
"229","<p> Total Tokens for current block: 3400.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","39","27588","0.0-39.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","198",""
"200","<p> Total Tokens for current block: 3598.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","40","27789","0.0-40.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"212","<p> Total Tokens for current block: 3598.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","41","28000","0.0-41.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"217","<p> Total Tokens for current block: 3598.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","42","28217","0.0-42.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","195",""
"193","<p> Total Tokens for current block: 3793.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","43","28411","0.0-43.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"213","<p> Total Tokens for current block: 3793.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","44","28624","0.0-44.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","199",""
"196","<p> Total Tokens for current block: 3992.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","45","28819","0.0-45.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","202",""
"194","<p> Total Tokens for current block: 4194.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","46","29013","0.0-46.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"203","<p> Total Tokens for current block: 4194.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","47","29216","0.0-47.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"196","<p> Total Tokens for current block: 4194.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","48","29412","0.0-48.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","204",""
"211","<p> Total Tokens for current block: 4398.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","49","29624","0.0-49.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","203",""
"200","<p> Total Tokens for current block: 4601.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","50","29824","0.0-50.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","200",""
"191","<p> Total Tokens for current block: 4801.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","51","30015","0.0-51.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"189","<p> Total Tokens for current block: 4801.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","52","30204","0.0-52.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"199","<p> Total Tokens for current block: 4801.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","53","30403","0.0-53.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","203",""
"176","<p> Total Tokens for current block: 5004.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","54","30579","0.0-54.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","195",""
"188","<p> Total Tokens for current block: 5199.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","55","30767","0.0-55.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","0",""
"180","<p> Total Tokens for current block: 5199.00</p><p>Choose one of the following gambles:</p>","0","html-button-response","56","30948","0.0-56.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","0","R","198",""
"null","<p> Total Tokens for Block 1: 5397.00 </p>","null","html-keyboard-response","57","32963","0.0-57.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"1761","<p> Block 2</div> Press any key to continue. </p>","d","html-keyboard-response","58","34724","0.0-58.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","","","",""
"1088","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","59","35813","0.0-59.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","0",""
"1121","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","60","36933","0.0-60.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","0",""
"554","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","61","37488","0.0-61.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","0",""
"186","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","62","37673","0.0-62.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","0",""
"204","<p> Total Tokens for current block: 0.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","63","37878","0.0-63.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","42",""
"191","<p> Total Tokens for current block: 42.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","64","38069","0.0-64.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","44",""
"203","<p> Total Tokens for current block: 86.00</p><p>Choose one of the following gambles:</p>","1","html-button-response","65","38272","0.0-65.0","5d64426653ba680017d9f63a","64ad530e4483ba3cf33d797a","64babf60878b8336add8f951","1","R","0",""
